type,x_0_m_cx,x_0_m_cy,x_0_m_majoraxis,x_0_m_eccentricity,x_0_m_theta,x_0_s_area,x_0_s_perimeter,x_0_s_radius_mean,x_0_s_radius_sd,x_0_s_radius_min,x_0_s_radius_max,x_a_b_mean,x_a_b_sd,x_a_b_mad,x_a_b_q001,x_a_b_q005,x_a_b_q05,x_a_b_q095,x_a_b_q099,x_a_m_cx,x_a_m_cy,x_a_m_majoraxis,x_a_m_eccentricity,x_a_m_theta,x_a_h_asm_s1,x_a_h_con_s1,x_a_h_cor_s1,x_a_h_var_s1,x_a_h_idm_s1,x_a_h_sav_s1,x_a_h_sva_s1,x_a_h_sen_s1,x_a_h_ent_s1,x_a_h_dva_s1,x_a_h_den_s1,x_a_h_f12_s1,x_a_h_f13_s1,x_a_h_asm_s2,x_a_h_con_s2,x_a_h_cor_s2,x_a_h_var_s2,x_a_h_idm_s2,x_a_h_sav_s2,x_a_h_sva_s2,x_a_h_sen_s2,x_a_h_ent_s2,x_a_h_dva_s2,x_a_h_den_s2,x_a_h_f12_s2,x_a_h_f13_s2,x_ba_b_mean,x_ba_b_sd,x_ba_b_mad,x_ba_b_q001,x_ba_b_q005,x_ba_b_q05,x_ba_b_q095,x_ba_b_q099,x_ba_m_cx,x_ba_m_cy,x_ba_m_majoraxis,x_ba_m_eccentricity,x_ba_m_theta,x_ba_h_asm_s1,x_ba_h_con_s1,x_ba_h_cor_s1,x_ba_h_var_s1,x_ba_h_idm_s1,x_ba_h_sav_s1,x_ba_h_sva_s1,x_ba_h_sen_s1,x_ba_h_ent_s1,x_ba_h_dva_s1,x_ba_h_den_s1,x_ba_h_f12_s1,x_ba_h_f13_s1,x_ba_h_asm_s2,x_ba_h_con_s2,x_ba_h_cor_s2,x_ba_h_var_s2,x_ba_h_idm_s2,x_ba_h_sav_s2,x_ba_h_sva_s2,x_ba_h_sen_s2,x_ba_h_ent_s2,x_ba_h_dva_s2,x_ba_h_den_s2,x_ba_h_f12_s2,x_ba_h_f13_s2
nucleus,989.9231613611416,326.78046103183317,52.582702051147606,0.8739302551571875,-1.4315378498817535,911,138,16.981680567474278,5.772249120393118,2.5972474240808743,26.850755771230038,0.3078878015412862,0.1458951598466315,0.1478203831681964,0.058290140161400765,0.07167060313644896,0.3013747461954859,0.5490481229614234,0.5720299264246558,990.9508461324855,322.7064506247577,45.23310103154946,0.865724686921848,-1.4234767493334632,0.025024737370196976,1.052236565595917,0.9740320179233322,21.260268250519275,0.6875748317940207,20.465625938156705,440.795280712276,1.4707201927786957,1.7664176977810904,1.052236565595917,0.4560925727915983,0.5166729154952093,0.841350429766291,0.01938315920628081,3.121532364597094,0.9220972630232921,21.03480548783787,0.5335060692353408,20.466314398943197,438.719842581146,1.4478456647261417,1.9188709173198002,3.121532364597094,0.6396361933624618,0.3606382429918117,0.7550640668560316,0.21491389145213194,0.25260880720602163,0.2669539506292721,-0.2528185293652225,-0.14137082967732073,0.21521784128347718,0.6243747901121979,0.9193653779913182,992.1366097443064,320.0284983785291,36.06043552286426,0.8279957215751969,-1.2461069413585648,0.046066170065668634,9.98498949264485,0.8844734790286213,44.2151397302039,0.49187824550616704,16.569798859201438,389.7897513965855,1.506127926509936,2.100281082340647,9.98498949264485,0.8227481374815596,0.30653169526378826,0.7297196909065768,0.035399241600631015,24.281373844121532,0.6661290715589038,37.36341438515731,0.3783639227677169,15.914134742404228,329.61393903368526,1.476626116011045,2.127712266571171,24.281373844121532,1.00118655134903,0.20263279954027102,0.6173025747240963
nucleus,148.7288,395.4288,46.298036427687784,0.6626621971519282,1.0332784612556227,1250,118,19.692016390740022,2.256192685430451,14.982708121703327,24.372953548842876,0.2216644196624761,0.0987598626739183,0.1284823509045009,0.06265838379904712,0.07378103692954843,0.2436087740569555,0.35011588400102234,0.36332882725606586,148.93494621004655,394.9574457364967,38.98289709577821,0.6060825088898849,1.1255826725923024,0.05435333312795908,0.6758448060075094,0.9628590937877715,10.098388743473496,0.7526908635794743,15.118481435127242,228.25872995994018,1.2425663376623648,1.4352005443439817,0.6758448060075094,0.3886814015538434,0.5212698835578745,0.7977808869063535,0.03689391319158346,1.9948141745894556,0.886974397315244,9.824611978195923,0.6042049769844778,15.386343993085568,233.12393608040512,1.2505630687004239,1.6044558448953858,1.9948141745894556,0.5599397282674935,0.33523204117810274,0.6898935623154545,0.11447249401623591,0.1663837187939049,0.21427607295013013,-0.1733963384205564,-0.13026845986718594,0.14613807816750685,0.3584407927507033,0.4138987267210874,148.85326365676013,394.9462738626385,28.236277213772542,0.6750645826423701,1.480356196942281,0.10381575738968653,3.0725907384230293,0.896709078776701,15.873479208209258,0.6259276431359189,10.60075093867334,144.75690307683345,1.2020501251343008,1.6075889994774744,3.0725907384230293,0.6248111917317405,0.3348507456323209,0.6900368405822275,0.07163939165531838,9.71391529818496,0.6714825352923853,15.784473189013704,0.4937608965182839,10.904926534140017,142.9621629326864,1.233412408894862,1.7818168209743441,9.71391529818496,0.8267060022973101,0.1689108851022084,0.52930489395006175
nucleus,705.4159292035398,741.6991150442478,48.217097945508165,0.906193529088774,0.08978662462538113,678,115,15.9736501481889,5.681250128506911,6.509577065584096,28.02608695652172,0.22610039035320223,0.09024704306480219,0.11643570191961185,0.10560787866664037,0.11526984743705485,0.2102320226442542,0.37008914241017526,0.378799236297931,703.7973622863375,742.5979119254114,42.16140894240782,0.8944851413464175,0.0536002554001608,0.06611254791529204,0.49110032362459544,0.9682864876724611,8.742761485269316,0.7908576051779934,15.204692556634305,227.03703800925177,1.1848105174800858,1.3390659115422456,0.49110032362459544,0.33894784156637775,0.5566227845079743,0.8024890018165034,0.041934406957633306,1.3935810810810811,0.9091203345205292,8.667177655907604,0.6354034181240064,15.427364864864867,231.68676020366806,1.200220714997024,1.5106283458842384,1.3935810810810811,0.4997215622701335,0.3761768210688513,0.7094850097272957,0.0965645133777652,0.1684886509205344,0.18730687245409788,-0.3021303726764798,-0.16683480526140682,0.08330786625151801,0.3598423619712343,0.45494837821692696,699.4231796455672,743.3726915458426,14.563584996298166,0,-1.3403626825505857,0.15561170219729645,2.3264563106796117,0.9235513431607519,16.215808928936138,0.6722226532576585,9.39927184466019,127.01332158174371,1.1242164263153196,1.4623894311519474,2.3264563106796117,0.5696508584361332,0.39179792376882433,0.7138678145575315,0.11591347470781564,6.978040540540541,0.7664301394317,15.937801742832375,0.5513615602399088,9.603040540540537,124.06684842454818,1.1594819309400062,1.5876097799125761,6.978040540540541,0.7544754051543345,0.24859354385519641,0.6023378004785253
nucleus,499.89601250977324,130.03205629397968,43.29717289129839,0.4534752761928738,-0.6065455959584064,1279,124,19.80511678422079,1.9164385668321136,15.555180636720339,24.726160225148366,0.22241792158118498,0.10700685532870025,0.15198173106171448,0.06587108110691753,0.0792546187279633,0.23605566293638056,0.3821609675047043,0.4137348646710176,501.01831111901345,131.58738921651695,36.62872451680561,0.39368140499106496,-0.3132863125421294,0.05033654256909735,0.5674019607843137,0.9738504207138416,11.849160412394804,0.7687500000000004,15.020424836601306,231.24866773231665,1.293829190064555,1.470302999677779,0.5674019607843137,0.35946854541988305,0.5638195046217416,0.8275041302652146,0.03381448514422052,1.5714285714285716,0.9256296007172865,11.564879216628357,0.6135895778429715,15.179205409974642,233.39767974865825,1.2972173875920632,1.637390125500391,1.5714285714285716,0.5178555195137251,0.38911507326190875,0.7393407136578558,0.11360888236395998,0.14436904959082747,0.16974940049423776,-0.11380660185858718,-0.09163968977925495,0.1515974258216448,0.32485206197099536,0.3971187209222267,501.7435650918581,133.34072302909087,27.266105522621306,0.5898717041135061,0.296361199034131,0.11256371080567316,2.326388888888888,0.9060054614803668,13.375127988967913,0.6528110420108697,9.922385620915035,124.02546400415044,1.1558959621538005,1.5221935175685453,2.326388888888888,0.5805113954666233,0.3635814403815014,0.7011124945621547,0.08895782674962088,7.099746407438715,0.7143633902920484,13.427934946255384,0.5286945454298381,10.06508875739645,121.7339473098413,1.1700365410090443,1.654583017460337,7.099746407438715,0.770685737310868,0.2039293046117376,0.5596531103112202
nucleus,469.27878787878785,588.2949494949495,39.88389742967156,0.590302900986048,-1.549026641492691,990,106,17.42784053256312,1.9489508099001547,13.800816321865721,20.995738179828603,0.2766234162689345,0.1257876084217027,0.1515353317528439,0.07480308721344382,0.08313692042628368,0.2856831664964435,0.4736639448270953,0.5287996162624705,470.5582397949008,586.7774896413999,33.56577394338753,0.5189459014455983,1.4949894154026053,0.02623943623644424,0.9345868644067798,0.9687086634990925,15.933636094125914,0.6864827392821528,18.578654661016948,352.8567135600558,1.4305715014343947,1.6997205130191564,0.9345868644067798,0.43215152769909,0.5199820197016508,0.8349233012359589,0.016627087085253803,2.9160220994475132,0.900925413663607,15.716297121577485,0.5011909702257444,19.002209944751378,364.7016725802765,1.43085523905455,1.9035683033164932,2.9160220994475132,0.624751410155383,0.34339498432567456,0.7387697373441069,0.15424759768807006,0.1921519441247934,0.21564170151048045,-0.1796366125243457,-0.13080473246586363,0.1868712202294338,0.4604874799630878,0.5935186619445392,471.4576804621392,585.700177806979,25.21995042459286,0.6140764387185593,1.2387984628629736,0.06992205735151501,5.309586864406781,0.8814654756564245,23.39679491612394,0.5330498532358794,13.027277542372884,220.82380740288374,1.3419784617847041,1.8511001145404444,5.309586864406781,0.7320940057828633,0.2936962625122888,0.6864760926278494,0.04452489240255171,16.662983425414367,0.6284173870843427,23.421640365068225,0.3892492112992212,13.434254143646413,218.53343939830978,1.371507302091154,2.0073509700465846,16.662983425414367,0.9486133914633813,0.15187136518284428,0.5301060229782195
nucleus,115.485738980121,701.1089023336215,40.58999060521029,0.3827256020689438,1.5556777976742036,1157,114,18.971900361996482,1.9196640122943072,15.451263244705483,24.18251780597162,0.2434770529695962,0.11677730799515523,0.16630773829314918,0.07032589790245722,0.08061222139783111,0.24719121204890665,0.41738701406292195,0.4323593842985739,114.33690334155264,700.3631069947515,34.832010199145294,0.4223670211280082,1.5667657070156629,0.03866248520318236,0.7486437613019894,0.970998808021394,13.907120539290865,0.7268535262206147,16.481012658227847,280.3174758251249,1.3338136620680796,1.5551309962327677,0.7486437613019894,0.4001369726974008,0.5354892367541251,0.8241963350078756,0.02542363830544678,2.3084905660377357,0.9076858779434009,13.503452963688146,0.5542649193204133,16.812264150943395,287.25170902461724,1.3349779632455547,1.7366555179010044,2.3084905660377357,0.5842992588696875,0.34941158268844624,0.7215401603563609,0.13454067342293483,0.16848223945573806,0.233624755765843,-0.1149090346475497,-0.09165484377947189,0.15511276484064343,0.393820285170904,0.4813000996536321,113.52367642020786,700.1190477883716,27.364425525947983,0.5520547786633905,-1.507707917389916,0.11570835472468112,3.2839059674502713,0.9136526502090048,20.01567318162645,0.6246860957457918,11.276672694394213,173.92103708721964,1.2197223451002406,1.6269181560053136,3.2839059674502713,0.6325440157364122,0.35577960715734364,0.7109376897766885,0.0785969206123174,10.513207547169811,0.7185023669351138,19.673705055179763,0.4790893904159975,11.63207547169811,171.68702081734162,1.26359399446181,1.8120260212009702,10.513207547169811,0.8465029044309192,0.18975308073556554,0.5621885209935653
nucleus,986.8421052631579,488.1621911922664,37.89819662615009,0.49693603414856535,1.3646550443096157,931,111,16.95605911374572,2.1617992003762514,12.858156829885383,21.50819535275328,0.23417498376027177,0.11715945426592209,0.16539837076447822,0.05032889096777463,0.06431654269192316,0.24630248292135387,0.40637274538456003,0.4445127792855511,989.3535404131076,488.8419720021833,33.37460489364566,0.5744273337503735,1.4661164481851463,0.03351945979824132,0.7104202648244099,0.9729350230089007,14.124346365748817,0.7328727691421991,15.820379965457683,260.3734372287211,1.377856916123467,1.5972183733204437,0.7104202648244099,0.3916248755078397,0.5426605942710448,0.8340410303228849,0.022234417561288272,2.1265822784810124,0.9189232182350909,14.114619452010889,0.5677965519216451,16.11139240506329,267.2223815539712,1.384190158050838,1.7754473465245095,2.1265822784810124,0.5717717827183108,0.3746758492248616,0.7476203244210018,0.10826889100247665,0.20211364874939908,0.24572787911703453,-0.3835311706140312,-0.17364599301590383,0.1300576667383385,0.4140212019417485,0.5652345142171638,991.2250661896926,489.96300988470364,17.639761396250048,0,0.8235796457474355,0.11855115673003436,4.176453655728268,0.8971219008632408,21.298069709552227,0.603748058055911,11.002590673575133,172.36414864629262,1.2379440612387682,1.6732120788840514,4.176453655728268,0.6695132648310986,0.33984302768729713,0.7042196921094721,0.08290738663675731,11.806329113924054,0.6957342451812562,20.401343935266773,0.4584400207150243,11.38607594936709,168.18868415913815,1.2672994654242276,1.8204346726147949,11.806329113924054,0.8639492771088784,0.20277994116920794,0.5804131726660784
nucleus,188.0632911392405,736.6696202531646,43.21043249827342,0.7704302301533121,-0.7054715183424461,790,127,16.144940179315693,4.417087609028196,7.4788104579011865,26.832733703281075,0.30200389672961575,0.14813013059756935,0.15705822299363223,0.035281632095188496,0.05889751194668459,0.33562855786548723,0.5215162001751408,0.575023384652174,188.696595186954,737.6521914614542,32.70349369100349,0.6252964837030077,-0.8707943541055594,0.02269358246922809,1.0959752321981426,0.9732763267668858,21.5056996214137,0.6649183512414255,20.337805297557622,436.14796448294504,1.490494050870777,1.7831017125407476,1.0959752321981426,0.45766549994453215,0.5155817983099201,0.8427478077921454,0.014365825463879853,3.4387755102040805,0.9118282939176361,20.500447836360696,0.48061716519099457,20.966472303207,454.59740853251657,1.4720014794765472,1.95169001319773,3.4387755102040805,0.6544545207793312,0.34385898674594595,0.7452114774917536,0.18308887807025045,0.2405697118585345,0.3115221081545602,-0.23232413471470392,-0.1666409606849274,0.22140174062442525,0.5438930297725084,0.6851805333493777,188.58490909110972,738.6052286687185,24.19836962272496,0.8204849940661135,-1.5245599733492226,0.08943461028851143,7.276917784657723,0.897321291058308,36.43537827686372,0.5440252512994158,15.327829377364976,329.454379016875,1.3639551408188062,1.8751554695941213,7.276917784657723,0.7662015051731852,0.3187959578587572,0.7133860219552287,0.04939162253822786,20.43148688046647,0.6937811136203884,34.36091891983782,0.38888514494826665,15.839650145772596,320.7328280735247,1.4271333886395856,2.050682402353446,20.43148688046647,0.9796088494455387,0.20129909141430208,0.6066991046871885
nucleus,228.14918414918415,131.84382284382284,36.42979157573274,0.5311888182903467,-1.2259927192169313,858,97,16.307241914907724,1.8946916509825522,12.274333481225463,21.106003556326645,0.30828200269590106,0.14322932638536007,0.18352554098150617,0.06900089941856606,0.08957491379090522,0.3266409650870489,0.5189239153326854,0.5545883436452155,228.53362503181896,131.1470933558486,29.709921144416775,0.37210513932924044,-1.2052649466733814,0.01892098465731757,1.496314496314496,0.9602810005874615,19.836256180236532,0.6107024136435902,20.74447174447174,445.0379474423963,1.4781997330585182,1.8280865991743542,1.496314496314496,0.5079373821049544,0.45788430797180835,0.8138164963634723,0.011861564057660886,4.863813229571985,0.865664913724464,19.10328695362536,0.41782659818823675,21.346303501945524,462.76227031258014,1.466340329755019,2.0163456366201333,4.863813229571985,0.7102079275217488,0.284384445321176,0.6982170542348322,0.17903529431394788,0.24913671938312426,0.2738781318427886,-0.2478753278588823,-0.19984669438138197,0.24186018606136445,0.5250097295057727,0.6624876945360358,228.90019817988303,129.91486166417351,21.536463107026027,0.6920756096511638,0.5305634356104367,0.06722488137568008,8.547297297297298,0.8704471716634531,33.9876908402707,0.4882862195186004,15.82800982800983,331.73572326421,1.3942903766548016,1.957139248806992,8.547297297297298,0.8143933176882515,0.2692745048745608,0.6753566707000468,0.03404290753834246,26.70817120622568,0.5835499902159462,33.066479263711635,0.33151350009210073,16.5473411154345,329.69730618762856,1.4430516472401198,2.1162958771935783,26.70817120622568,1.042773710734499,0.14279745736641908,0.5270566177561286
nucleus,236.96525096525096,702.7583011583012,49.39204281879125,0.7088977096749388,0.1441483219136721,1295,130,20.33026200661725,3.346644967891225,14.91758225568173,29.731549397665077,0.23196279641945594,0.12666513010234526,0.17927585555011147,0.04726783000239904,0.05396683289605292,0.23894841893785237,0.4217571098583484,0.4604116518853185,238.4996073837981,701.6683653320116,37.72896079066208,0.5413713996293134,-0.1960654865245449,0.03612431768238418,0.7382875605815832,0.9760087916440008,16.386627251664446,0.738392093509455,15.72092084006462,266.3375732646135,1.3846259275519284,1.604649383717629,0.7382875605815832,0.4014560561241432,0.5597853112324506,0.8442441742655807,0.022322296973731014,2.2842724978973927,0.9250302379430106,16.234625502485997,0.5680233208635719,15.989907485281748,271.5001967550705,1.4006659956420688,1.8101296171989159,2.2842724978973927,0.5850024021978565,0.3792034084762262,0.7558444806840056,0.11746667242824306,0.1820998037569222,0.22580206592563304,-0.2048737792892973,-0.13338192893466358,0.13622667613504344,0.4190154583921381,0.5396549990553164,239.04624732412944,701.0194299422185,26.55735108166464,0.7047607358792369,-0.860544699361209,0.13616536602759657,4.255250403877221,0.8925968661948784,20.809712496835544,0.6156348634254458,10.828756058158323,167.77595225898682,1.1958773256338668,1.6214203540029337,4.255250403877221,0.6657032338595926,0.336074857619264,0.6932152657701415,0.1007826155231472,13.106812447434816,0.6682262289874756,20.752635067315286,0.48169297559839835,11.234650967199329,166.10557089457143,1.2245639010072864,1.7680200142739406,13.106812447434816,0.866601729192303,0.19290595264338242,0.5607191772883205
